Company/Brand,Stage,Amount($),HeadQuarter,What it does,Sector,Funded Year,Founded,Investor
Camp k12,Series A,12000000.0,Gurugram,"Camp k12 is a global online school for 21st century skills, teaching coding and other steam subjects to kids age 6-18 via live, interactive, gamified online sessions",Edtech,2021,2010.0,Matrix partners india
Elda health,Seed,1500000.0,Bangalore,"Elda health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.",Healthcare,2021,2020.0,Avaana capital
Sporjo,Series B,2000000.0,Mumbai,A one stop destination to build a successful career in the indian sports industry!,Sportstech,2021,2020.0,Punit balan
Supergaming,Series A,5500000.0,Pune,"At supergaming, building india's best gaming company.",Gaming,2021,2017.0,Skycatcher
O’ be cocktails,Undisclosed,400000.0,Bangalore,India’s first and only ready to drink premium cocktails.,Wine & spirits,2021,2019.0,First cheque
Zetwerk,Series D,150000000.0,Bangalore,Zetwerk is a universal manufacturing network powered by new-age technology.,Mechanical & industrial engineering,2021,2018.0,
Appsforbharat,Seed,4000000.0,Bangalore,"A mission to assist a billion indians in their spiritual journey and help them feel happier, peaceful & more content.",Spiritual,2021,2020.0,Sequoia capital india
Imagimake,Undisclosed,0.0,Mumbai,"Imagimake – one of the fastest growing and most innovative start-up in the field of toys, games & artist supplies.",Consumer goods,2021,2011.0,Velocity
Khatabook,Series C,100000000.0,Bangalore,Khatabook is the world's fastest-growing saas company. it has become india's leading business management app for msmes with 50m+ downloads in a remarkably short period of time.,Financial services,2021,2018.0,Tribe capital
Smytten,Series A,6000000.0,Gurugram,India's largest premium discovery and trial platform!,Consumer goods,2021,2015.0,Fireside ventures
Syook,Series A,1000000.0,Bangalore,Syook is building the next generation enterprise iot platform.,Industrial automation,2021,2016.0,Inflection point ventures
Akudo,Seed,0.0,Bangalore,Akudo is pioneering the concept of learning-first banking for teenagers.,Fintech,2021,2020.0,Y combinator
Noto,Series B,500000.0,Mumbai,"A healthy, low-calorie ice cream for the millennial indian with an incurable sweet tooth.",Consumer goods,2021,2019.0,Titan capital
Lumiq,Seed,2000000.0,Noida,Help enterprises monetize their data and reinvent the digital transformation journey.,Information technology,2021,2013.0,Info edge ventures
Commerceup,Seed,0.0,Gurugram,Grow and manage ecommerce business from single dashboard,Information technology,2021,2018.0,Nb ventures
Breathe well-being,Series A,5500000.0,Gurugram,"Help people to prevent, manage or reverse type 2 diabetes through our clinically proven digital program.",Healthcare,2021,2015.0,Accel
Hike,Undisclosed,0.0,New delhi,Hike is an indian ai-led unicorn startup that is committed to building a new social future.,Information technology,2021,2012.0,Binny bansal
House of kieraya,Undisclosed,15000000.0,Bangalore,"House of kieraya, well-known for furniture and lifestyle rental brand ?furlenco",Lifestyle,2021,2013.0,Tradecred
Goegonetwork,Undisclosed,2000000.0,Pune,"Goego is a complete e mobility charging solution, that combines engagement, rewards & adoption through a mix of online and offline channels.",Automotive,2021,2019.0,
Probus,Seed,500000.0,New delhi,"A mission to increase the per capita consumption of electricity in india by 10x, which is presently 1/3 of global average- by reducing the distribution losses in indian electricity distribution grid.",Iot,2021,2017.0,Unicorn india ventures
Drinkprime,Undisclosed,1000000.0,Bangalore,India's smartest water purifiers and are redefining water purifier ownership.,Consumer goods,2021,2016.0,Uc inclusive credit
Smart express,Seed,10000000.0,Mumbai,India’s most innovative and awarded express logistics company.,Logistics,2021,,Iifl india private equity fund
Smallcase,Series C,40000000.0,Bangalore,Smallcase is a new way to invest in the stock markets.,Fintech,2021,2015.0,Faering capital
Satya microcapital,Undisclosed,10000000.0,New delhi,Satya microcapital limited is a delhi based nbfc serving low income entrepreneurs in rural and urban areas.,Banking,2021,2017.0,Responsability investments
Snack amor,Undisclosed,0.0,Mumbai,"Snack amor aims is to offer a healthy, natural and tasty snacking experience to its customers.",Food and Beverages,2021,2014.0,Sanchit agarwal
Postman,Series D,225000000.0,Bangalore,Postman is the collaboration platform for api development.,Computer software,2021,2014.0,Crv
Hashnode,Series A,6700000.0,Bangalore,The easiest way to start a blog on personal domain for free & connect with the readers through our dev community,Computer software,2021,2016.0,Salesforce ventures
Racenergy,Seed,1300000.0,Hyderabad,Racenergy is working to power the future of mobility through clean and efficient technologies.,Automotive,2021,2018.0,Micelio fund
Bharatpe,Debt,20000000.0,New delhi,The vision to make financial inclusion a reality for indian merchants.,Fintech,2021,2018.0,Iifl wealth
Gyde,Seed,250000.0,Pune,"Gyde is a saas product that enables enterprises & saas companies to guide their application (web & mobile) users with step-by-step voice assistance, byte-sized training videos & rich help articles.",Computer software,2021,2019.0,Better capital
Batterypool,Seed,0.0,Pune,Building the operating system for managing electric vehicles in fleets.,Automotive,2021,2018.0,Ian
Agnext,Series A,21000000.0,Chandigarh,"Agnext is a fast-growing agtech company that aims to solve quality and trust in food value chains by making them safer, transparent and fairer.",Agritech,2021,2016.0,Alpha wave incubation
Xpresslane,Seed,400000.0,Bangalore,"Xpresslane makes checkout fast and easy. with a unified identity across all e-commerce merchants, it brings efficiency and perfection in the overall checkout experience of the user.",Tech startup,2021,2019.0,Point one capital
Loankuber,Series B,1200000.0,New delhi,Loankuber is the lowest cost lender to yest-to be bankable - enabling borrowing with trust and confidence.,Digital mortgage,2021,2016.0,
Oyo,Series D,5000000.0,Gurugram,Oyo is a global travel tech company that connects its patrons and guests.,Hospitality,2021,2013.0,Microsoft
Rapido,Undisclosed,52000000.0,Bangalore,Rapido is a bike taxi service spread widely across all of india from tier 1 to tier 3 cities.,Information technology & services,2021,2015.0,Shell ventures
Ypay,Undisclosed,400000.0,Noida,Ypay card is the new way to manage money.,Fintech,2021,2017.0,We founder circle
Sleepycat,Undisclosed,3800000.0,Mumbai,An online sleep solutions company that believes in delivering luxurious sleep to everyone.,Furniture,2021,2017.0,Saama capital
Ultrahuman,Undisclosed,17500000.0,Bangalore,Ultrahuman is a global health and fitness platform that aids our user to achieve their true physical and mental potential.,Healthcare,2021,2020.0,Tiger global’s scott schleifer
Upscalio,Undisclosed,42000000.0,Gurugram,"Upscalio is india’s next generation, data-driven consumer goods company.",E-commerce,2021,2021.0,
Yellow class,Undisclosed,6000000.0,Gurugram,"Yellow class is a new-age fun-learning platform where kids between 2-12 years can learn from a wide range of classes like dancing, drawing, personality development, creative writing and so on",Edtech,2021,2020.0,Elevation capital
Yojak,Undisclosed,3800000.0,Gurugram,India’s first b2b online marketplace for building material.,B2b marketplace,2021,2019.0,Info edge ventures
Creatorstack,Undisclosed,2000000.0,Bangalore,Helping creators globally to engage deeply with their fans and communities,Computer software,2021,2019.0,Accel
Expertrons,Undisclosed,2300000.0,Mumbai,The world's largest ai videobot platform providing futuristic solutions for businesses & colleges and employment,Edtech,2021,2019.0,Venture catalysts
Rage coffee,Undisclosed,5000000.0,New delhi,"Rage coffee is a digitally native fmcg company that manufactures, markets & distributes innovative coffee products.",Food and Beverages,2021,2018.0,Sixth sense ventures
Klub,Undisclosed,20000000.0,Bangalore,Klub was founded with the vision of revolutionizing growth capital for asia’s most loved brands.a,Financial services,2021,2019.0,9unicorns
Navia life care,Undisclosed,1000000.0,New delhi,Navia life care is a health technlogy company with a special focus on patient care.,Healtcare,2021,2016.0,Anicut angel fund
1k kirana bazaar,Undisclosed,7000000.0,Gurugram,India's first and largest network of small-town kirana stores,Retail,2021,2018.0,Info edge
Zupee,Undisclosed,30000000.0,Gurugram,"Mission to improve people’s lives by improving their learning ability, skills and mental aptitude through scientifically designed mental exercises, applications",Gaming,2021,2018.0,Westcap group
Locale.ai,Undisclosed,1000000.0,Bangalore,Location analytics for companies with moving assets and ground operations.,Location analytics,2021,2019.0,Chiratae ventures
Verse innovation,Undisclosed,450000000.0,Bangalore,"The core of the company (verse innovation), is the idea that technology can help bridge the digital divide.",Media,2021,2018.0,Siguler guff
Metroride,Undisclosed,0.0,Bangalore,"Urban mobility affordable, punctual & sustainable.",Transportation,2021,2020.0,
Miko,Undisclosed,28000000.0,Mumbai,"Miko is an advanced robotics startup founded by three iit bombay post-graduates on the pillars of robotics, ai & iot.",Consumer electronics,2021,2015.0,Iifl amc
Whiz league,Undisclosed,300000.0,New delhi,Revolutionizing learning experience that goes beyond academia,Edtech,2021,2020.0,Iti growth opportunities
Hash,Undisclosed,3500000.0,New delhi,Hash is a new startup in consumer goods.,Tobacco,2021,2020.0,Amrac investment trust
Unacademy,Undisclosed,0.0,Bangalore,Unacademy aims to build the world's largest online knowledge repository for multi-lingual education.,Edtech,2021,2015.0,Bhavin turakhia
Log 9 materials,Series A,8500000.0,Bangalore,Log9 materials is on a mission to make global energy 100% clean.,Deeptech,2021,2014.0,Amara raja batteries
Upgrad,Undisclosed,25000000.0,Mumbai,"Upgrad is india’s largest online higher education company providing programs in data science, technology, management and law, to students, working professionals and enterprises.",Edtech,2021,2015.0,India infoline finance
Flashprep,Seed,500000.0,Bangalore,Flashprep is the smart way to master learning.,Edtech,2021,2020.0,Venture highway
Kenko health,Series B,1700000.0,Mumbai,"A unique healthcare financing solution focusing on roi, affordability and superior customer experience",Insuretech,2021,2019.0,Beenext
Wiz freight,Seed,3500000.0,Chennai,"Wiz is a tech-enabled freight forwarding platform. we make global shipping efficient, hassle-free and highly visible for businesses.",Logistics & supply chain,2021,2020.0,Axilor
Credgenics,Series A,25000000.0,New delhi,Credgenics is india’s first of it's kind npa resolution platform backed by credible investors including accel partners and titan capital.,Financial services,2021,2018.0,Westbridge capital
Bluelearn,Seed,400000.0,Goa,"Building india's largest student community. learn, network, and grow together with 40,000+ students!",Edtech,2021,2020.0,100x.vc
Nimblebox.ai,Seed,1000000.0,Chennai,A full-stack mlops platform built to create & launch multi-cloud apps on the cloud,Mlops platform,2021,2018.0,Venture catalysts
Pickrr,Series B,12000000.0,Gurugram,India's 1st virtual logistics solution catering to global brands/smes/online sellers/amazonsellers,Logistics & supply chain,2021,2015.0,Iifl
Stellaris venture partners,Undisclosed,225000000.0,Bangalore,Early-stage tech vc in india.,Venture capital,2021,2015.0,
Grip invest,Series A,3000000.0,Gurugram,"Grip offers investment opportunities to invest in physical assets leased to corporates, to earn fixed monthly returns.",Financial services,2021,2020.0,Venture highway
Heads up for tails,Series A,37000000.0,New delhi,"A one stop shop for all pet products with paw prints all across india, we design, manufacture and customize stylish",Pet care,2021,2008.0,Verlinvest
Blue tokai coffee roasters,Series B,2000000.0,New delhi,"Source, roast, and brew india's best single-origin arabica coffee.",Food and Beverages,2021,2012.0,Anicut angel fund
Neeman,Series A,2000000.0,Hyderabad,India's first startup to use the world's most revolutionary natural & renewable fibers in footwear,Consumer goods,2021,2017.0,Sixth sense ventures
Bharatpe,Series D,370000000.0,New delhi,"Bharatpe launched india’s first upi interoperable qr code, first zero mdr payment acceptance service, and first upi payment backed merchant cash advance service.",Fintech,2021,2018.0,Tiger global
Gosats,Seed,700000.0,Bangalore,Gosats is a bitcoin stacking app that lets users earn bitcoin cashbacks when they shop with our partnered merchants.,Fintech,2021,2020.0,Alphabit fund
